"Status","Comment"
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","// Auto increment id"
"Not SATD","// Auto increment id"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Obsoleted by Version13000Date20210921142733"
"Not SATD","//		/** @var ISchemaWrapper $schema */"
"Not SATD","//		$schema = $schemaClosure();"
"Not SATD","//"
"Not SATD","//		$table = $schema->getTable('talk_attendees');"
"Not SATD","//		if (!$table->hasColumn('publishing_permissions')) {"
"Not SATD","//			$table->addColumn('publishing_permissions', Types::INTEGER, ["
"Not SATD","//				'default' => 7,"
"Not SATD","//			]);"
"Not SATD","//"
"Not SATD","//			return $schema;"
"Not SATD","//		}"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","// FIXME set default_permissions based on appconfig ""start_calls"""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","// Can not be unique as we have null, null for all local rooms."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Attendee::PERMISSION_CHAT"
"Not SATD","// Attendee::PERMISSIONS_DEFAULT"
"Not SATD","// Attendee::PERMISSION_CHAT"
"Not SATD","// Attendee::PERMISSION_CHAT"
"Not SATD","// Attendee::PERMISSION_CHAT"
"Not SATD","// Attendee::PERMISSIONS_DEFAULT"
"Not SATD","// Attendee::PERMISSION_CHAT"
"Not SATD","// Attendee::PERMISSION_CHAT"
"Not SATD","// Attendee::PERMISSION_CHAT"
"Not SATD","// Attendee::PERMISSIONS_DEFAULT"
"Not SATD","// Attendee::PERMISSION_CHAT"
"Not SATD","// Attendee::PERMISSION_CHAT"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","// FIXME: Couldn't make it unique because the migration only ran afterwards on updates"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Migrations only work after 2.0.0"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","// Migrations only work after 2.0.0"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","// Migrations only work after 2.0.0"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","// Migrations only work after 2.0.0"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","// Migrations only work after 2.0.0"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Max int (when all permissions are granted as default)"
"Not SATD","// Max int (when all permissions are granted as custom)"
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","// Cheating here to make sure the reactions array is always a"
"Not SATD","// JSON object on the API, even when there is no reaction at all."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Because PHP is turning arrays with sequent numeric keys ""{""0"":x,""1"":y,""2"":z}"" into ""[x,y,z]"""
"Not SATD","// when json_encode() is used we have to prefix the keys with a string,"
"Not SATD","// to prevent breaking in the mobile apps."
"Not SATD","// The room id is not needed on the API level but only internally for optimising database queries"
"Not SATD","// 'roomId' => $this->getRoomId(),"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// BIT_OR would be better, but SQLite does not support something like it."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// The ids are not needed on the API level but only internally for optimising database queries"
"Not SATD","// 'id' => $this->getId(),"
"Not SATD","// 'pollId' => $this->getPollId(),"
"Not SATD","// 'roomId' => $this->getRoomId(),"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// No user => no activity"
"Not SATD","// No activity for self-joining and the creator"
"Not SATD","// Call already active => No new notifications"
"Not SATD","// Remove all old notifications for this room"
"Not SATD","// Remove previous call notifications"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD",""
"Not SATD","// Room does not exist"
"Not SATD","// Before 3.2.3 the id was passed in notifications"
"Not SATD","// Room does not exist"
"Not SATD","// Participant does not exist"
"Not SATD","// Room does not exist"
"Not SATD","// Skip the participant check when we generate push notifications"
"Not SATD","// we just looped over the participants to create the notification,"
"Not SATD","// they can not be removed between these 2 steps, but we can save"
"Not SATD","// n queries."
"Not SATD","// Room does not exist"
"Not SATD","// User is blocked by the lobby, remove notification"
"Not SATD","// User is blocked by the lobby, remove notification"
"Not SATD",""
"Not SATD",""
"Not SATD","// Forward the message ID as well to the clients, so they can quote the message on replies"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// If the event has a scope, it's not the default share page, but e.g. authentication"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Events with more than one participant can be directly aborted, as"
"Not SATD","// when the owner is added during room creation or a user self-joins the"
"Not SATD","// event will always have just one participant."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// If the scope is not the authentication page we don't load this part of the Talk UI"
"Not SATD","// Check if ""Video verification"" option was set"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Don't perform network requests when running tests."
"Not SATD","// FIXME Currently clustering is not implemented in the recording"
"Not SATD","// server, so for now only the first configured server is taken into"
"Not SATD","// account to ensure that all the ""stop"" requests are sent to the same"
"Not SATD","// server that received the ""start"" request."
"Not SATD","//') === 0) {"
"Not SATD","//' . substr($url, 6);"
"Not SATD","//') === 0) {"
"Not SATD","//' . substr($url, 5);"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Active app, prefer Talk results"
"Not SATD","// Don't search the current conversation."
"Not SATD","//User most likely looks for other things with the same name"
"Not SATD","// Neither name nor displayname (one-to-one) match, skip"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// In conversation, prefer this search results"
"Not SATD","// We are not returning something anyway."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Active app, prefer Talk results"
"Not SATD","// No search result from current conversation"
"Not SATD","// Mostlikely the result is not visible from the beginning,"
"Not SATD","// so we cut of the message a bit."
"Not SATD","// $iconClass,"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Delete previous avatars"
"Not SATD","// Fallback"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Can only do breakout rooms in group rooms"
"Not SATD","// Can not nest breakout rooms"
"Not SATD","// TODO Removing any non-users here as breakout rooms only support logged in users in version 1"
"Not SATD","// Shuffle the attendees, so they are not always distributed in the same way"
"Not SATD","// TODO Removing any non-users here as breakout rooms only support logged in users in version 1"
"Not SATD","// Can not remove moderators with this method"
"Not SATD","// Safety caution cleaning up potential orphan rooms"
"Not SATD","// TRANSLATORS Label for the breakout rooms, this is not a plural! The result will be ""Room 1"", ""Room 2"", ""Room 3"", ..."
"Not SATD","// Moderators don't switch, they are part of all breakout rooms"
"Not SATD","// Remove from all other breakout rooms"
"Not SATD","// Join the target breakout room"
"Not SATD","// Skip this room"
"Not SATD","// Skip this room"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","//api.spreed.cloud');"
"Not SATD","// this is needed here because the deletion happens in a concurrent request"
"Not SATD","// and thus the cached value in the config object would trigger an UPDATE"
"Not SATD","// instead of an INSERT if there is another request to the API server"
"Not SATD","// user error"
"Not SATD","// this is needed here because the delete happens in a concurrent request"
"Not SATD","// and thus the cached value in the config object would trigger an UPDATE"
"Not SATD","// instead of an INSERT if there is another request to the API server"
"Not SATD","// this is needed here because the delete happens in a concurrent request"
"Not SATD","// and thus the cached value in the config object would trigger an UPDATE"
"Not SATD","// instead of an INSERT if there is another request to the API server"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Only delete users when the user is not member via another group"
"Not SATD","// Only delete users when the user is not member via another circle"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Can not promote/demote groups"
"Not SATD","// XOR so we don't move the participant in and out when they are changed from moderator to owner or vice-versa"
"Not SATD",""
"Not SATD","// Remove participant from all breakout rooms"
"Not SATD","// Add participant as a moderator when they were not in the room already"
"Not SATD","// Can not set publishing permissions for those actor types"
"Not SATD","// Make sure the custom flag is set when not setting to default permissions"
"Not SATD","// queried here to avoid loop deps"
"Not SATD","// User joining a group or public call through listing"
"Not SATD","// need to use ""USER"" here, because ""USER_SELF_JOINED"" only works for public calls"
"Not SATD","// User joining a public room, without being invited"
"Not SATD","// shouldn't happen unless some code called joinRoom without previous checks"
"Not SATD","// Update the random guest id"
"Not SATD",""
"Not SATD","// Participant is already in the conversation, so skip them."
"Not SATD",""
"Not SATD","// Not a user?"
"Not SATD","// Only allow invited and regular members"
"Not SATD","// Participant is already in the conversation, so skip them."
"Not SATD","// FIXME handle duplicate invites gracefully"
"Not SATD",""
"Not SATD","// Only remove normal users, not moderators/admins"
"Not SATD","// Circles not enabled"
"Not SATD",""
"Not SATD","// Not a user?"
"Not SATD","// Only allow invited and regular members"
"Not SATD","// Only remove normal users, not moderators/admins"
"Not SATD",""
"Not SATD","// kick out all participants out of the call"
"Not SATD","// Currently we only care if the user has a session at all, so we can select any: #ThisIsFine"
"Not SATD","// Filter out non-moderators and users without lobby permissions"
"Not SATD","// Do not allow to start with a '0' as that is a special mode on the phone server"
"Not SATD","// Also there are issues with some providers when you enter the same number twice"
"Not SATD","// consecutive too fast, so we avoid this as well."
"Not SATD","// FIXME PROBLEM"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Only moderators and the author of the poll can update it"
"Not SATD","// Fix `null` being stored if the only voter revokes their vote"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// If the recording to be stopped is not known to the recording"
"Not SATD","// server it will never notify that the recording was stopped, so"
"Not SATD","// the status needs to be explicitly changed here."
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Generate a PIN if the attendee is a user and doesn't have one."
"Not SATD","// No participants and chat messages for users in the lobby."
"Not SATD","// When the last message is the last read message, there are no unread messages,"
"Not SATD","// so we can save the query."
"Not SATD","// FIXME This should not be done, but currently all the clients use it to get the avatar of the user ?"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// If room exists: Reuse that one, otherwise create a new one."
"Not SATD","// Do not allow manual changing the permissions in breakout rooms"
"Not SATD","// Make sure the custom flag is set when not setting to default permissions"
"Not SATD","// If we are setting a fixed set of permissions and apply that to users,"
"Not SATD","// we can also simplify it and reset to default."
"Not SATD","// Kick all guests and users that were not invited"
"Not SATD","// Allowed for the automated conversation of one-to-one chats to read only former"
"Not SATD","// Delete all breakout rooms when deleting a parent room"
"Not SATD","// Delete attendees"
"Not SATD","// Delete room"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// 255 chars are not unique? Try again..."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//play.google.com/store/apps/details?id=com.nextcloud.talk2'),"
"Not SATD","//geo.itunes.apple.com/us/app/nextcloud-talk/id1296825574')"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// hardcode de_DE to de because this is a quirk in Nextcloud itself"
"Not SATD","// remove ""Deutsch (Formal)"""
"Not SATD","// rename ""Deutsch (Pers?nlich)"" to ""Deutsch"""
"Not SATD","// TODO maybe filter out languages with an _"
"Not SATD","// Needs to use mpm_event"
"Not SATD","// Needs to use mpm_prefork"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","// If we fail to get the owner of the view from the cache,"
"Not SATD","// e.g. because the user never logged in but a cron job runs"
"Not SATD","// We fallback to calculating the owner from the root of the view:"
"Not SATD","// /37c09aa0-1b92-4cf6-8c66-86d8cac8c1d0/files"
"Not SATD","// Something weird is going on, we can't fallback more"
"Not SATD","// so for now we don't overwrite the share path ?\_(?)_/?"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Special share type for user modified room shares"
"Not SATD","// If the sharer is not a participant of the room even if the room"
"Not SATD","// exists the error is still ""Room not found""."
"Not SATD","// No chat permissions is like read-only"
"Not SATD","// FIXME Should be moved away from GenericEvent as soon as OCP\Share20\IManager did move too"
"Not SATD","// \OC\Share\Constants::TOKEN_LENGTH"
"Not SATD","// Check if there is a userroom share"
"Not SATD","// No userroom share yet. Create one."
"Not SATD","// Already a userroom share. Update it."
"Not SATD","// Check if there is a userroom share"
"Not SATD","// No userroom share yet. Create one."
"Not SATD","// Already a userroom share. Update it."
"Not SATD","// Shares referring to deleted files are stored as 'false' in the cache."
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","// Filter by node if provided"
"Not SATD","// exclude shares leading to deleted file entries"
"Not SATD","// exclude shares leading to trashbin on home storages"
"Not SATD","// FIXME: would not detect rare md5'd home storage case properly"
"Not SATD","// A deleted user is handled automatically by the room hooks due to the"
"Not SATD","// user being removed from the room."
"Not SATD","// Room shares when the user has a share exception"
"Not SATD","//First delete all custom room shares for the original shares to be removed"
"Not SATD","// Now delete all the original room shares"
"Not SATD","// Finally delete all custom room shares leftovers for the given user"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Removing the conversation token from the leaked data if not a participant."
"Not SATD","// Adding some unique but reproducable part to the share_with here"
"Not SATD","// so the avatars for conversations are distinguishable"
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// Don't perform network requests when running tests."
"Not SATD","// FIXME some need to go to all HPBs, but that doesn't scale, so bad luck for now :("
"Not SATD","//') === 0) {"
"Not SATD","//' . substr($url, 6);"
"Not SATD","//') === 0) {"
"Not SATD","//' . substr($url, 5);"
"Not SATD","// TODO(fancycode): We should try to get rid of 'alluserids' and"
"Not SATD","// find a better way to notify existing users to update the room."
"Not SATD","// TODO(fancycode): We should try to get rid of 'alluserids' and"
"Not SATD","// find a better way to notify existing users to update the room."
"Not SATD","// TODO(fancycode): We should try to get rid of 'alluserids' and"
"Not SATD","// find a better way to notify existing users to update the room."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","// TODO remove handler with ""roomModified"" in favour of handler with"
"Not SATD","// ""participantsModified"" once the clients no longer expect a"
"Not SATD","// ""roomModified"" message for participant type changes."
"Not SATD","// If the participant is not active in the room the ""participants"""
"Not SATD","// request will be sent anyway, although with an empty ""changed"""
"Not SATD","// property."
"Not SATD","// Setting the room permissions resets the permissions of all"
"Not SATD","// participants, even those with custom attendee permissions."
"Not SATD","// FIXME This approach does not scale, as the update message for all"
"Not SATD","// the sessions in a conversation can exceed the allowed size of the"
"Not SATD","// request in conversations with a large number of participants."
"Not SATD","// However, note that a single message with the general permissions"
"Not SATD","// to be set on all participants can not be sent either, as the"
"Not SATD","// general permissions could be overriden by custom attendee"
"Not SATD","// permissions in specific participants."
"Not SATD","// If a previous duplicated session is being removed it must be"
"Not SATD","// notified to the external signaling server. Otherwise only for"
"Not SATD","// guests disconnecting is ""leaving"" and therefor should trigger a"
"Not SATD","// disinvite."
"Not SATD","// If everyone is disconnected, we will not do O(n) requests."
"Not SATD","// Instead, the listener of Room::EVENT_AFTER_END_CALL_FOR_EVERYONE"
"Not SATD","// will send all sessions to the HPB with 1 request."
"Not SATD","// TODO: The list of removed session ids should be passed through the event"
"Not SATD","// so the signaling server can optimize forwarding the message."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD","//www.gnu.org/licenses/>."
"Not SATD",""
"Not SATD","// If the user is invisible we do not overwrite the status"
"Not SATD","// with ""in a call"" which would be visible to any user on the"
"Not SATD","// instance opposed to users in the conversation the call is happening"
"Not SATD","// Do not revert the status with 3 queries per user."
"Not SATD","// We will update it in one go at the end."
"Not SATD",""
"Not SATD",""
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD","#"
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD",""
"Not SATD","#"
"Not SATD","#"
"Not SATD","# @copyright Copyright (c) 2023, Daniel Calvi?o S?nchez (danxuliu@gmail.com)"
"Not SATD","#"
"Not SATD","# @license GNU AGPL version 3 or any later version"
"Not SATD","#"
"Not SATD","# This program is free software: you can redistribute it and/or modify"
"Not SATD","# it under the terms of the GNU Affero General Public License as"
"Not SATD","# published by the Free Software Foundation, either version 3 of the"
"Not SATD","# License, or (at your option) any later version."
"Not SATD","#"
"Not SATD","# This program is distributed in the hope that it will be useful,"
"Not SATD","# but WITHOUT ANY WARRANTY; without even the implied warranty of"
"Not SATD","# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the"
"Not SATD","# GNU Affero General Public License for more details."
"Not SATD","#"
"Not SATD","# You should have received a copy of the GNU Affero General Public License"
"Not SATD","# along with this program.  If not, see <http://www.gnu.org/licenses/>."
"Not SATD","#"
"Not SATD","    # Plain values become arguments, while tuples become files; the body used to"
"Not SATD","# calculate the checksum is empty."
"Not SATD","#"
"Not SATD","# @copyright Copyright (c) 2023, Daniel Calvi?o S?nchez (danxuliu@gmail.com)"
"Not SATD","#"
"Not SATD","# @license GNU AGPL version 3 or any later version"
"Not SATD","#"
"Not SATD","# This program is free software: you can redistribute it and/or modify"
"Not SATD","# it under the terms of the GNU Affero General Public License as"
"Not SATD","# published by the Free Software Foundation, either version 3 of the"
"Not SATD","# License, or (at your option) any later version."
"Not SATD","#"
"Not SATD","# This program is distributed in the hope that it will be useful,"
"Not SATD","# but WITHOUT ANY WARRANTY; without even the implied warranty of"
"Not SATD","# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the"
"Not SATD","# GNU Affero General Public License for more details."
"Not SATD","#"
"Not SATD","# You should have received a copy of the GNU Affero General Public License"
"Not SATD","# along with this program.  If not, see <http://www.gnu.org/licenses/>."
"Not SATD","#"
"Not SATD","# Wait a little for the values to stabilize."
"Not SATD","        # Get first percent value before the real loop, as the first time it can"
"Not SATD","# be 0."
"Not SATD","# Ensure that PulseAudio is running."
"Not SATD","            # A ""long"" timeout is used to prevent it from exiting before the"
"Not SATD","# player starts."
"Not SATD","# Ensure that the directory to store the recording exists."
"Not SATD","# Start new audio sink for the audio output of the player."
"Not SATD","# Log player output."
"Not SATD","# Log recorder output."
"Not SATD","# recorder process will be explicitly terminated by ResourcesTracker"
"Not SATD","            # when needed, which returns with 255; any other return code means that"
"Not SATD","# it ended without an expected reason."
"Not SATD","# The service should be explicitly deleted before exiting, as if it is"
"Not SATD","# implicitly deleted while exiting the helpers may not cleanly quit."
"Not SATD","#"
"Not SATD","# @copyright Copyright (c) 2023, Daniel Calvi?o S?nchez (danxuliu@gmail.com)"
"Not SATD","#"
"Not SATD","# @license GNU AGPL version 3 or any later version"
"Not SATD","#"
"Not SATD","# This program is free software: you can redistribute it and/or modify"
"Not SATD","# it under the terms of the GNU Affero General Public License as"
"Not SATD","# published by the Free Software Foundation, either version 3 of the"
"Not SATD","# License, or (at your option) any later version."
"Not SATD","#"
"Not SATD","# This program is distributed in the hope that it will be useful,"
"Not SATD","# but WITHOUT ANY WARRANTY; without even the implied warranty of"
"Not SATD","# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the"
"Not SATD","# GNU Affero General Public License for more details."
"Not SATD","#"
"Not SATD","# You should have received a copy of the GNU Affero General Public License"
"Not SATD","# along with this program.  If not, see <http://www.gnu.org/licenses/>."
"Not SATD","#"
"Not SATD","#"
"Not SATD","# @copyright Copyright (c) 2023, Daniel Calvi?o S?nchez (danxuliu@gmail.com)"
"Not SATD","#"
"Not SATD","# @license GNU AGPL version 3 or any later version"
"Not SATD","#"
"Not SATD","# This program is free software: you can redistribute it and/or modify"
"Not SATD","# it under the terms of the GNU Affero General Public License as"
"Not SATD","# published by the Free Software Foundation, either version 3 of the"
"Not SATD","# License, or (at your option) any later version."
"Not SATD","#"
"Not SATD","# This program is distributed in the hope that it will be useful,"
"Not SATD","# but WITHOUT ANY WARRANTY; without even the implied warranty of"
"Not SATD","# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the"
"Not SATD","# GNU Affero General Public License for more details."
"Not SATD","#"
"Not SATD","# You should have received a copy of the GNU Affero General Public License"
"Not SATD","# along with this program.  If not, see <http://www.gnu.org/licenses/>."
"Not SATD","#"
"Not SATD","        # Web socket connection is rejected by Firefox with ""Bad request"" if"
"Not SATD","        # ""Origin"" header is present; logs show:"
"Not SATD","        # ""The handshake request has incorrect Origin header""."
"Not SATD","        # Do not return until the existing logs were fetched, except if it is"
"Not SATD","# taking too long."
"Not SATD","                # JavaScript timestamps are millisecond based, Python timestamps"
"Not SATD","# are second based."
"Not SATD","# The session must be explicitly quit to remove the temporary files"
"Not SATD","            # created in ""/tmp""."
"Not SATD","        # ""webSocketUrl"" is needed for BiDi; this should be set already by"
"Not SATD","        # default, but just in case."
"Not SATD","        # In Firefox < 101 BiDi protocol was not enabled by default, although it"
"Not SATD","        # works fine for getting the logs with Firefox 99, so it is explicitly"
"Not SATD","# enabled."
"Not SATD","# https://bugzilla.mozilla.org/show_bug.cgi?id=1753997"
"Not SATD","# Allow to play media without user interaction."
"Not SATD","# Real time logs are enabled while the command is being executed."
"Not SATD","# Give it some time to receive the last real time logs before"
"Not SATD","# disabling them again."
"Not SATD","# Real time logs are enabled while the command is being executed."
"Not SATD","# Add an explicit return point at the end of the script if none is"
"Not SATD","# given."
"Not SATD","        # await is not valid in the root context in Firefox, so the script to be"
"Not SATD","# executed needs to be wrapped in an async function."
"Not SATD","# Asynchronous scripts need to explicitly signal that they are finished"
"Not SATD","# by invoking the callback injected as the last argument with a promise"
"Not SATD","# and resolving or rejecting the promise."
"Not SATD","# https://w3c.github.io/webdriver/#dfn-execute-async-script"
"Not SATD","# Give it some time to receive the last real time logs before"
"Not SATD","# disabling them again."
"Not SATD","        # URL should not contain a trailing '/', as that could lead to a double"
"Not SATD","# '/' which may prevent Talk UI from loading as expected."
"Not SATD","# If there are several signaling servers configured in Nextcloud the"
"Not SATD","        # signaling settings can change between different calls, so they need to"
"Not SATD","        # be got just once. The scripts are executed in their own scope, so"
"Not SATD","# values have to be stored in the window object to be able to use them"
