"Status","Comment"
"Not SATD","        # URL should not contain a trailing '/', as that could lead to a double"
"Not SATD","        # values have to be stored in the window object to be able to use them"
"Not SATD","        # Web socket connection is rejected by Firefox with ""Bad request"" if"
"Not SATD","        # works fine for getting the logs with Firefox 99, so it is explicitly"
"Not SATD","# @copyright Copyright (c) 2023, Daniel Calvi?o S?nchez (danxuliu@gmail.com)"
"Not SATD","# @license GNU AGPL version 3 or any later version"
"Not SATD","# along with this program.  If not, see <http://www.gnu.org/licenses/>."
"Not SATD","# but WITHOUT ANY WARRANTY; without even the implied warranty of"
"Not SATD","# GNU Affero General Public License for more details."
"Not SATD","# it under the terms of the GNU Affero General Public License as"
"Not SATD","# License, or (at your option) any later version."
"Not SATD","# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the"
"Not SATD","# published by the Free Software Foundation, either version 3 of the"
"Not SATD","# This program is distributed in the hope that it will be useful,"
"Not SATD","# This program is free software: you can redistribute it and/or modify"
"Not SATD","# You should have received a copy of the GNU Affero General Public License"
"Not SATD","# @copyright Copyright (c) 2023, Daniel Calvi?o S?nchez (danxuliu@gmail.com)"
"Not SATD","# @license GNU AGPL version 3 or any later version"
"Not SATD","# along with this program.  If not, see <http://www.gnu.org/licenses/>."
"Not SATD","# but WITHOUT ANY WARRANTY; without even the implied warranty of"
"Not SATD","# GNU Affero General Public License for more details."
"Not SATD","# it under the terms of the GNU Affero General Public License as"
"Not SATD","# License, or (at your option) any later version."
"Not SATD","# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the"
"Not SATD","# published by the Free Software Foundation, either version 3 of the"
"Not SATD","# This program is distributed in the hope that it will be useful,"
"Not SATD","# This program is free software: you can redistribute it and/or modify"
"Not SATD","# You should have received a copy of the GNU Affero General Public License"
"Not SATD","                # by stopping the helpers even before the recorder started."
"Not SATD","                # Service was already stopped, exception should have been caused"
"Not SATD","                # This should never happen."
"Not SATD","# @copyright Copyright (c) 2023, Daniel Calvi?o S?nchez (danxuliu@gmail.com)"
"Not SATD","# @license GNU AGPL version 3 or any later version"
"Not SATD","# along with this program.  If not, see <http://www.gnu.org/licenses/>."
"Not SATD","# been killed already when it is executed, which unfortunately prevents a proper"
"Not SATD","# but WITHOUT ANY WARRANTY; without even the implied warranty of"
"Not SATD","# cleanup of the temporary files opened by the browser."
"Not SATD","# Despite this handler it seems that in some cases the geckodriver could have"
"Not SATD","# GNU Affero General Public License for more details."
"Not SATD","# implicitly deleted while exiting the Selenium driver may not cleanly quit."
"Not SATD","# it under the terms of the GNU Affero General Public License as"
"Not SATD","# License, or (at your option) any later version."
"Not SATD","# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the"
"Not SATD","# published by the Free Software Foundation, either version 3 of the"
"Not SATD","# Services should be explicitly deleted before exiting, as if they are"
"Not SATD","# This program is distributed in the hope that it will be useful,"
"Not SATD","# This program is free software: you can redistribute it and/or modify"
"Not SATD","# You should have received a copy of the GNU Affero General Public License"
"Not SATD","                # automatically fail, but just in case."
"Not SATD","                # call is joined after the recording was stopped there will be"
"Not SATD","                # If the service fails before being started but it was already"
"Not SATD","                # no display and it will automatically fail, but just in case."
"Not SATD","                # Not strictly needed, as if the participant is started or the"
"Not SATD","                # Not strictly needed, as if the recorder is started after the"
"Not SATD","                # probably caused by stopping the helpers, and even if it was"
"Not SATD","                # recording was stopped there will be no display and it will"
"Not SATD","                # something else it does not need to be notified either given"
"Not SATD","                # stopped the error does not need to be notified; the error was"
"Not SATD","                # that the recording was not started yet."
"Not SATD","            # A ""long"" timeout is used to prevent it from exiting before the"
"Not SATD","            # call was joined."
"Not SATD","            # Ensure that PulseAudio is running."
"Not SATD","            # Ensure that the directory to start the recordings exists."
"Not SATD","            # Lines captured from the recorder have a trailing new line, so it"
"Not SATD","            # Log recorder output."
"Not SATD","            # needs to be removed."
"Not SATD","            # recorder process will be explicitly terminated when needed, which"
"Not SATD","            # returns with 255; any other return code means that it ended"
"Not SATD","            # Start new audio sink for the audio output of the browser."
"Not SATD","            # without an expected reason."
"Not SATD","    # A random value is appended to the base sink name to ""ensure"" that there"
"Not SATD","    # Module names can be, at most, 127 characters, so the name is truncated if"
"Not SATD","    # needed."
"Not SATD","    # unloaded yet."
"Not SATD","    # will be no name clashes if a previous sink with that base name was not"
"Not SATD","# @copyright Copyright (c) 2023, Daniel Calvi?o S?nchez (danxuliu@gmail.com)"
"Not SATD","# @license GNU AGPL version 3 or any later version"
"Not SATD","# along with this program.  If not, see <http://www.gnu.org/licenses/>."
"Not SATD","# but WITHOUT ANY WARRANTY; without even the implied warranty of"
"Not SATD","# GNU Affero General Public License for more details."
"Not SATD","# it under the terms of the GNU Affero General Public License as"
"Not SATD","# License, or (at your option) any later version."
"Not SATD","# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the"
"Not SATD","# published by the Free Software Foundation, either version 3 of the"
"Not SATD","# This program is distributed in the hope that it will be useful,"
"Not SATD","# This program is free software: you can redistribute it and/or modify"
"Not SATD","# You should have received a copy of the GNU Affero General Public License"
"Not SATD","// Only allow access via the console"
"Not SATD","// Only allow access via the console"
"Not SATD","// eslint-disable-next-line n/no-unpublished-import"
"Not SATD","// https://github.com/focus-trap/tabbable#testing-in-jsdom"
"Not SATD","// Adjust the page title once the conversation list is loaded"
"Not SATD","// and they would hide other previously posted new messages"
"Not SATD","// Automatically join the conversation as well"
"Not SATD","// But is not from the current user"
"Not SATD","// Can't use 0 though because hidden commands result in 0"
"Not SATD","// Check sidebar status in previous sessions"
"Not SATD","// Collapse the sidebar if it's a 1to1 conversation"
"Not SATD","// Coming from a ""Duplicate session - Talk - ?"" page?"
"Not SATD","// Conversation is new"
"Not SATD","// Copy the last message map to the saved version,"
"Not SATD","// Fix fullscreen black bar on top"
"Not SATD","// FIXME Refresh the data now that the user joined the conversation"
"Not SATD","// Last message changed"
"Not SATD","// message since the last visit"
"Not SATD","// missing from the title"
"Not SATD","// Nextcloud Talk configuration changed, reload the page when changing configuration"
"Not SATD","// On the first load we store the current page title ""Talk - Nextcloud"","
"Not SATD","// Page title"
"Not SATD","// Promises, async and await are prohibited."
"Not SATD","// Remove the potential ""*"" marker for unread chat messages"
"Not SATD","// see browserCheck mixin"
"Not SATD","// Set a special value when the actor is the author so we can skip it."
"Not SATD","// Set the current actor/participant for guests"
"Not SATD","// so we can append it every time again"
"Not SATD","// Styles"
"Not SATD","// The join request returns this data already, but it's lost in the signaling code"
"Not SATD","// this will be our reference to check if any chat got a new"
"Not SATD","// Update current token in the token store"
"Not SATD","// Update current token in the token store"
"Not SATD","// Upon pressing ctrl+f, focus the search box in the left sidebar"
"Not SATD","// We have to do this synchronously, because in unload and beforeunload"
"Not SATD","// When a conversation is opened directly, the ""Talk - "" part is"
"Not SATD","// eslint-disable-next-line"
"Not SATD","// eslint-disable-next-line"
"Not SATD","// eslint-disable-next-line no-unexpected-multiline"
"Not SATD","// Even if it is used from Talk the Collections menu is"
"Not SATD","// independently loaded, so the properties that depend"
"Not SATD","// on the store need to be explicitly injected."
"Not SATD","// into json strings and afterwards back again"
"Not SATD","// Make a unique list with the groups we know from allowedGroups and canStartConversations"
"Not SATD","// Unique checking is done by turning the group objects (with id and name)"
"Not SATD","// When the file integration is disabled, the share integration is also disabled"
"Not SATD","// list of {code: ""France"", name: ""France""}"
"Not SATD","// two lists of {code: ""es"", name: ""Espa?ol""} - one is in 'commonLanguages' and one in 'otherLanguages'"
"Not SATD","// Remove HTTP or HTTPS protocol, if provided"
"Not SATD","// Create a PeerConnection with no streams, but force a m=audio line."
"Not SATD","// Parse a candidate:foo string into an object, for easier use by other methods."
"Not SATD","// default to turn only"
"Not SATD","// default to udp AND tcp"
"Not SATD","// ""apps/spreed/js"". However, when it is loaded from the"
"Not SATD","// ""publicPath"" option in ""worker-loader"" configuration does not"
"Not SATD","// }"
"Not SATD","// administration settings its URL starts with ""apps/talk/js"""
"Not SATD","// afterwards."
"Not SATD","// Disabling this for now as there were too many false catches (VMs, AIO, nginx, permissions issue, ?)"
"Not SATD","// https://github.com/webpack-contrib/worker-loader/issues/281"
"Not SATD","// if (this.apachePHPConfiguration === 'unknown') {"
"Not SATD","// instead, so it fails to load."
"Not SATD","// loaded."
"Not SATD","// overriden at runtime before loading the worker and restored"
"Not SATD","// Pass only the essential options to check if the files can be"
"Not SATD","// return t('spreed', 'Could not detect the PHP and Apache configuration because exec is disabled or apachectl is not working as expected. Please note that PHP can only be used with the MPM_PREFORK module and PHP-FPM can only be used with the MPM_EVENT module.')"
"Not SATD","// When the worker is loaded from Talk its URL starts with"
"Not SATD","// work with Webpack 5. As a workaround the public path needs to be"
"Not SATD","// Check that the first child is a div"
"Not SATD","// Check that the first child is a div"
"Not SATD","// Check that the first child is the avatar component"
"Not SATD","// eslint-disable-next-line import/no-named-as-default-member"
"Not SATD","// proper size"
"Not SATD","// proper size"
"Not SATD","// Determines which icon is displayed"
"Not SATD","// source: groups, circles"
"Not SATD","// Takes the size prop and makes it a string for the classes"
"Not SATD","// Determines which icon is displayed"
"Not SATD","// source: groups, circles"
"Not SATD","// Takes the the size prop and makes it a string for the classes"
"Not SATD","// being used to reorganize the attendees of an existing breakout room."
"Not SATD","// Flatten assignments array"
"Not SATD","// If the breakoutRooms prop is populated it means that this component is"
"Not SATD","// TODO: upstream collapse icon position fix"
"Not SATD","// True if there's one or more unassigned participants"
"Not SATD","// Fix visibility for popovers, like EmojiPicker"
"Not SATD","// Postpone render of NewMessageForm until modal container is mounted"
"Not SATD","// available in the signaling data."
"Not SATD","// callParticipantModelsWithScreen: [],"
"Not SATD","// Deselect possible selected video"
"Not SATD","// Determines whether this component is used in the recording view"
"Not SATD","// Determines whether this component is used in the sidebar"
"Not SATD","// DO nothing if no video"
"Not SATD","// Ensure that data is properly initialized before mounting the"
"Not SATD","// Everytime a new screen is shared, switch to promoted view"
"Not SATD","// Everytime the local screen is shared, switch to promoted view"
"Not SATD","// Get the aspect ratio of the incoming stream"
"Not SATD","// it can not fetch the peers. This should not be a problem, as all"
"Not SATD","// Just means guests have no name, so don't error ?"
"Not SATD","// last screen share stopped, reopening stripe"
"Not SATD","// Move the speaker after all the active speakers"
"Not SATD","// Move the speaker to the first element of the list"
"Not SATD","// Not reactive, but not a problem"
"Not SATD","// Not reactive, but not a problem"
"Not SATD","// Not reactive, but not a problem"
"Not SATD","// Not reactive, but not a problem"
"Not SATD","// Not reactive, but not a problem"
"Not SATD","// Not reactive, but not a problem"
"Not SATD","// of the promoted view"
"Not SATD","// person that shared it."
"Not SATD","// Set the speaker as not speaking"
"Not SATD","// Show local screen"
"Not SATD","// Show selected video (other than local)"
"Not SATD","// Show somebody else's screen. This will show the screen of the last"
"Not SATD","// Shows the local video if selected"
"Not SATD","// sometimes the nick name is not available yet..."
"Not SATD","// subviews."
"Not SATD","// The following conditions determine what to show in the ""Big container"""
"Not SATD","// the needed data for the recording should be (eventually)"
"Not SATD","// The recording participant does not have a Nextcloud session, so"
"Not SATD","// update in callViewStore"
"Not SATD","// (one of the participants will be in the promoted video slot)"
"Not SATD","// // in `handleClickNext`"
"Not SATD","// // The displayed videos for the last page have already been set"
"Not SATD","// `gridHeight`, `minWidth` and `minHeight`. If the video is used in the"
"Not SATD","// `videosCap`, these videos are shown in one or more grid 'pages'."
"Not SATD","// },"
"Not SATD","// },"
"Not SATD","// accordingly"
"Not SATD","// and a very big screen, we'd now have a lot of columns and rows, and our"
"Not SATD","// Array of videos that are being displayed in the grid at any given"
"Not SATD","// as a stripe."
"Not SATD","// as the height of the grid is the height of the video elements then."
"Not SATD","// as the previous page is meaningless in the new mode."
"Not SATD","// bind event handlers to the `handleResize` method"
"Not SATD","// Check if there's an overflow of videos (videos that don't fit in the grid)"
"Not SATD","// Check that there are still enough slots available"
"Not SATD","// Check that there are still enough slots available"
"Not SATD","// Columns of the grid at any given moment"
"Not SATD","// Compare the deltas to find out whether we need to remove a column or a row"
"Not SATD","// Computed css to reactively style the grid"
"Not SATD","// context of the promoted view, we se 1 row directly, and we remove 1 column"
"Not SATD","// Count the emptycontent as a grid element"
"Not SATD","// Current aspect ratio of each video component"
"Not SATD","// current position in the videos array is lost (first element"
"Not SATD","// Current video dimensions"
"Not SATD","// currently if the user is not on the 'first page', upon resize the"
"Not SATD","// Deltas with target aspect ratio"
"Not SATD","// Depending on `gridWidth`, `gridHeight`, `minWidth`, `minHeight` and"
"Not SATD","// elements as the previous pages so the grid needs to be tweaked"
"Not SATD","// Exception for when navigating in and away from the last page of the"
"Not SATD","// Find the right size if the grid in rows and columns (we already know"
"Not SATD","// Fine tune the number of rows and columns of the grid"
"Not SATD","// grid"
"Not SATD","// grid looks at any given moment. We do this based on `gridWidth`,"
"Not SATD","// Grid pages at any given moment"
"Not SATD","// Handle the resize after the sidebar animation has completed"
"Not SATD","// Hides or displays the `grid-navigation next` button"
"Not SATD","// Hides or displays the `grid-navigation previous` button"
"Not SATD","// however, if a screen share is in progress, it means the video of the presenting user is not visible,"
"Not SATD","// Hypothetical aspect ratio with one column/row less than current"
"Not SATD","// Hypothetical width/height with one column/row less than current"
"Not SATD","// If navigating into last page, make grid for last page"
"Not SATD","// If not, revert the changes and break the loop"
"Not SATD","// If not, revert the changes and break the loop"
"Not SATD","// If the video array size changes, rebuild the grid"
"Not SATD","// If there are no other videos the empty call view is shown above"
"Not SATD","// in the grid goes back to be first video)"
"Not SATD","// isLastPage() {"
"Not SATD","// makeGridForLastPage() {"
"Not SATD","// Max number of columns possible"
"Not SATD","// Max number of rows possible"
"Not SATD","// moment"
"Not SATD","// No need to shrink more if 1 row and 1 column"
"Not SATD","// Number of grid slots at any given moment"
"Not SATD","// Number of video components (it does not include the local video)"
"Not SATD","// number of videos that we have."
"Not SATD","// On the stripe we only ever want 1 row, so we ignore the DPR"
"Not SATD","// prevent making grid if no videos"
"Not SATD","// Reset current page when switching between stripe and full grid,"
"Not SATD","// return !this.hasNextPage"
"Not SATD","// Return at least 1 column"
"Not SATD","// Return at least 1 row"
"Not SATD","// Rows of the grid at any given moment"
"Not SATD","// Run this code only if we don't have an 'overflow' of videos. If the"
"Not SATD","// Slice the `videos` array to display the current page of videos"
"Not SATD","// so we can show it in the stripe"
"Not SATD","// Some sanity check to not screw up the math."
"Not SATD","// The aspect ratio of the grid (in terms of px)"
"Not SATD","// The current page"
"Not SATD","// The last grid page is very likely not to have the same number of"
"Not SATD","// The local video always takes one slot if the grid view is not shown"
"Not SATD","// the local video."
"Not SATD","// the size in px)."
"Not SATD","// The videos array. This is the total number of grid elements."
"Not SATD","// This values would already work if the grid is entirely populated with"
"Not SATD","// this.columns = this.columnsMax"
"Not SATD","// this.rows = this.rowsMax"
"Not SATD","// this.shrinkGrid(this.displayedVideos.length)"
"Not SATD","// Timer for the videos bottom bar"
"Not SATD","// To solve this, we shrink this 'max grid' we've just created to fit the"
"Not SATD","// TODO: debounce this"
"Not SATD","// TODO: make a proper grid for when navigating away from last page"
"Not SATD","// TODO: properly handle resizes when not on first page:"
"Not SATD","// TODO: rebuild the grid to have optimal for last page"
"Not SATD","// TODO: rebuild the grid to have optimal for last page"
"Not SATD","// variables. These variables are kept in the data and represent how the"
"Not SATD","// video components would occupy only the first 2 slots and be too small."
"Not SATD","// video elements. However, if we'd have only a couple of videos to display"
"Not SATD","// videos are populating the grid, there's no point in shrinking it."
"Not SATD","// Videos controls and name"
"Not SATD","// We start by assigning the max possible value to our rows and columns"
"Not SATD","// whenever the document is resized, re-set the 'clientWidth' variable"
"Not SATD","// without screen share, we don't want to duplicate videos if we were to show them in the stripe"
"Not SATD","// Otherwise the ""Copy link"" button is not clickable"
"Not SATD","// Chrome"
"Not SATD","// Experimental, may go away in the future."
"Not SATD","// Always display the local video in the last row"
"Not SATD","// aspect-ratio is set according to the maximum video resolution after applying constraints (720*540)"
"Not SATD","// be shown to guests too, a generic selector valid both for logged-in"
"Not SATD","// Do not clear the srcObject of the video element, just leave"
"Not SATD","// Fallback for Firefox"
"Not SATD","// if it is used but no peer object has been set yet) the local"
"Not SATD","// Set initial state"
"Not SATD","// the body element)."
"Not SATD","// The default toast selector is ""body-user"", but as this toast can"
"Not SATD","// the previous stream as a frozen image."
"Not SATD","// users and guests needs to be used instead (undefined selects"
"Not SATD","// video is shown as connected."
"Not SATD","// when camera in use, Chrome gives NotReadableError, Firefox gives AbortError"
"Not SATD","// When there is no sender participant (when the MCU is not used, or"
"Not SATD","// able to hear it even if there is no view for it."
"Not SATD","// for registered users, so do not fall back to the guest name in"
"Not SATD","// Set initial state"
"Not SATD","// The audio is played using an audio element in the model to be"
"Not SATD","// The name is undefined and not shown until a connection is made"
"Not SATD","// the store either until the connection was made."
"Not SATD","// because the user's displayName might be '?'"
"Not SATD","// If the prop is empty. We're not checking for the default value"
"Not SATD","// True if the bottom bar is used in the screen component"
"Not SATD","// argument."
"Not SATD","// connection has been disconnected for a few seconds"
"Not SATD","// connection has been disconnected for a few seconds"
"Not SATD","// connection has failed several times in a row"
"Not SATD","// connection has failed several times in a row"
"Not SATD","// Custom event emitted when there is no HPB and the"
"Not SATD","// Custom event emitted when there is no HPB and the"
"Not SATD","// Custom event emitted when there is no HPB and the"
"Not SATD","// Custom event emitted when there is no HPB and the"
"Not SATD","// Custom event emitted when there is no HPB and the connection"
"Not SATD","// Custom event emitted when there is no HPB and the connection"
"Not SATD","// Custom event emitted when there is no HPB and the connection"
"Not SATD","// Custom event emitted when there is no HPB and the connection"
"Not SATD","// Custom event emitted when there is no HPB and the connection"
"Not SATD","// Custom event emitted when there is no HPB and the connection"
"Not SATD","// Custom event emitted when there is no HPB and the connection"
"Not SATD","// eslint-disable-next-line import/no-named-as-default-member"
"Not SATD","// FIXME The message should be ""PROBLEMS"" rather than ""LOST"", as"
"Not SATD","// FIXME The message should be ""PROBLEMS"" rather than ""LOST"", as"
"Not SATD","// has been disconnected for a few seconds"
"Not SATD","// has been disconnected for a few seconds"
"Not SATD","// has been disconnected for a few seconds"
"Not SATD","// has been disconnected for a few seconds"
"Not SATD","// has been disconnected for a few seconds"
"Not SATD","// has been disconnected for a few seconds"
"Not SATD","// has been disconnected for a few seconds"
"Not SATD","// However it does not seem to be an easy way to do it right"
"Not SATD","// However it does not seem to be an easy way to do it right"
"Not SATD","// now."
"Not SATD","// now."
"Not SATD","// Override _trigger from EmitterMixin, as it includes ""this"" as the first"
"Not SATD","// the negotiation is not caused by the disconnection itself."
"Not SATD","// the negotiation is not caused by the disconnection itself."
"Not SATD","// ""transform: scaleX(1)"" is used (""transform: scaleX(-1)"" is fine);"
"Not SATD","// able to hear it even if there is no view for it. Moreover, if"
"Not SATD","// Alwais show shared screen if there's one"
"Not SATD","// Alwais show shared screen if there's one"
"Not SATD","// as it should have no effect the transform is removed."
"Not SATD","// At least Firefox, Opera and Edge move the video to a wrong"
"Not SATD","// Big screen"
"Not SATD","// camera available but disabled."
"Not SATD","// Check data from participant list"
"Not SATD","// Do not clear the srcObject of the video element, just leave"
"Not SATD","// element until the video track starts to play; an audio element is"
"Not SATD","// Fallback for Firefox"
"Not SATD","// Fallback to CallController::getPeers() endpoint"
"Not SATD","// for registered users, so do not fall back to the guest name in"
"Not SATD","// Grid"
"Not SATD","// is shown"
"Not SATD","// Is the current selected participant"
"Not SATD","// Not a user"
"Not SATD","// position instead of keeping it unchanged when"
"Not SATD","// Screenshare have higher priority so return false if screenshare"
"Not SATD","// Set initial state"
"Not SATD","// Show the shared screen if not selected or promoted"
"Not SATD","// Stripe"
"Not SATD","// The audio is played using an audio element in the model to be"
"Not SATD","// The current promoted participant"
"Not SATD","// The name is undefined and not shown until a connection is made"
"Not SATD","// the previous stream as a frozen image."
"Not SATD","// the store either until the connection was made."
"Not SATD","// there is a video track Chromium does not play audio in a video"
"Not SATD","// thus needed to play audio when the remote peer starts with the"
"Not SATD","// True if this video component is used in the promoted view's video stripe"
"Not SATD","// True when this component is used as main video in the sidebar"
"Not SATD","// True when this video component is used in one to one conversations"
"Not SATD","// Create a unique id for the upload operation"
"Not SATD","// Get the files from the event"
"Not SATD","// Restore non dragover state"
"Not SATD","// Stop the executin if the user is a guest"
"Not SATD","// Uploads and shares the files"
"Not SATD","// the Collaboration menu outside Talk."
"Not SATD","// The store may not be defined in the RoomSelector if used from"
"Not SATD","// We preloaded the status"
"Not SATD","// FIXME"
"Not SATD","// Compute the permissions value"
"Not SATD","// Edit button"
"Not SATD","// Go back to the previous radio value"
"Not SATD","// Make the store call"
"Not SATD","// Modify the radio buttons value"
"Not SATD","// Close the settings"
"Not SATD","// Close the settings"
"Not SATD","// Deselect all the text that's been selected in `handleEditText`"
"Not SATD","// Each time the prop changes, reflect the changes in the value stored in this component"
"Not SATD","// FIXME: remove after issue is resolved: https://github.com/nextcloud/nextcloud-vue/issues/3264"
"Not SATD","// Focus and select the text"
"Not SATD","// Remove leading/trailing whitespaces."
"Not SATD","// Restyle NcRichContenteditable component from our library."
"Not SATD","// Submit text"
"Not SATD","// disable the password protection for the current conversation"
"Not SATD","// Switch for the password-editing operation"
"Not SATD","// The conversation's password"
"Not SATD","// A timestamp of 0 means that there is no lobby, but it would be"
"Not SATD","// add one hour to reach the next hour"
"Not SATD","// interpreted as the Unix epoch by the DateTimePicker."
"Not SATD","// millisecond based."
"Not SATD","// PHP timestamp is second-based; JavaScript timestamp is"
"Not SATD","// Provided by server"
"Not SATD","// Provided by server"
"Not SATD","// Provided by server"
"Not SATD","// strip minutes and seconds"
"Not SATD","// focus on main field when entering edition mode and when created"
"Not SATD","// Force action buttons to be 44px tall;"
"Not SATD","// start loop to periodically get bridge state"
"Not SATD","// TODO check ""precondition failed"""
"Not SATD","// forward click event"
"Not SATD","// Override vue overflow rules for <ul> elements within app-navigation"
"Not SATD","// call callback directly"
"Not SATD","// call callback directly"
"Not SATD","// common defaults"
"Not SATD","// hack to catch last message rendering"
"Not SATD","// search results have no actor id"
"Not SATD","// TODO fix after migration to @vue/test-utils v2.0.0"
"Not SATD","// TODO fix after RouterLinkStub can support slots https://github.com/vuejs/vue-test-utils/issues/1803"
"Not SATD","// forward click event"
"Not SATD","// Get the last message for this conversation from the message store instead"
"Not SATD","// of the conversations store. The message store is updated immediately,"
"Not SATD","// received by the server."
"Not SATD","// temporary item while joining"
"Not SATD","// to display message previews in this component as soon as new messages are"
"Not SATD","// TODO: move the implementation to @nextcloud-vue/NcListItem"
"Not SATD","// We don't really use rich objects in the subtitle, instead we fall back to the name of the item"
"Not SATD","// while the conversations store is refreshed every 30 seconds. This allows"
"Not SATD","// Emit the click event so the search text in the leftsidebar can be reset."
"Not SATD","// FIXME: not sure why we can't scroll earlier even when the element exists already"
"Not SATD","// not enough to make it visible"
"Not SATD","// Override vue overflow rules for <ul> elements within app-navigation"
"Not SATD","// this is triggered when the hash in the URL changes"
"Not SATD","// when too early, Firefox only scrolls a few pixels towards the element but"
"Not SATD","// last dynamic caption for ""No search results"""
"Not SATD","// move on past the fetchConversation call"
"Not SATD","// move past async call"
"Not SATD","// move past async call"
"Not SATD","// move past async call"
"Not SATD","// note: debounce was short-circuited so no delay needed"
"Not SATD","// note: need a copy because the Vue modifies it when sorting"
"Not SATD","// note: need a copy because the Vue modifies it when sorting"
"Not SATD","// note: need a copy because the Vue modifies it when sorting"
"Not SATD","// nothing created yet"
"Not SATD","// nothing created yet"
"Not SATD","// only filters the existing conversations in the list"
"Not SATD","// short-circuit debounce"
"Not SATD","// to prevent complex dialog logic"
"Not SATD","// to prevent user status fetching"
"Not SATD","// add as temporary item that will refresh after the joining process is complete"
"Not SATD","// as there is no signaling message about it when the internal"
"Not SATD","// Checks whether the conversations list is scrolled all the way to the top"
"Not SATD","// Create one-to-one conversation directly"
"Not SATD","// End the search operation"
"Not SATD","// FIXME: move to conversationsStore"
"Not SATD","// FIXME: move to conversationsStore"
"Not SATD","// FIXME: this modifies the original array,"
"Not SATD","// FIXME: use local EventBus service instead of the global one"
"Not SATD","// For other types we start the conversation creation dialog"
"Not SATD","// Keeps track of whether the conversation list is scrolled to the top or not"
"Not SATD","// maybe should act on a copy or sort already within the store ?"
"Not SATD","// or not"
"Not SATD","// Override vue overflow rules for <ul> elements within app-navigation"
"Not SATD","// Reset the search text, therefore end the search operation."
"Not SATD","// Route to the first search result"
"Not SATD","// signaling is used."
"Not SATD","// We can only support this with the HPB as otherwise rooms,"
"Not SATD","// you are not currently active in, will not be removed anymore,"
"Not SATD","// and commit + addConversation only once at the very end"
"Not SATD","// Close the modal right away if the conversation is public."
"Not SATD","// Controls the disabled/enabled state of the first page's button."
"Not SATD","// Preload the conversation name from group selection"
"Not SATD","// Push the newly created conversation's route."
"Not SATD","// Reinitialise the password value when unchecking the password-protect option."
"Not SATD","// Stop the execution of the method on exceptions."
"Not SATD","// Stop the execution of the method on exceptions."
"Not SATD","// Stop the execution of the method on exceptions."
"Not SATD","// Stop the execution of the method on exceptions."
"Not SATD","// TODO: move all operations to a single store action"
"Not SATD","// Trims whitespaces from the input string"
"Not SATD","// But it causes weird scenarios in formal companies or when people have titles."
"Not SATD","// Component Variables"
"Not SATD","// Limit the length of the username"
"Not SATD","// Used to be the group of characters before the first space in the name."
"Not SATD","// Focus the input field of the current component."
"Not SATD","// Focus the input field of the current component."
"Not SATD","// Once the contacts are fetched, remove the spinner."
"Not SATD","// Perform a search with an empty string"
"Not SATD","// The loading state is true when the component is initialised as we perform a search for 'contacts'"
"Not SATD","// with an empty screen as search text."
"Not SATD","// Focus the input field of the current component."
"Not SATD","// Forward the keydown event to the parent"
"Not SATD","// Focus the input field of the searchbox component."
"Not SATD","// Focuses the input if the current route is root."
"Not SATD","// generate random widths"
"Not SATD","// Determines whether the current user is a guest user"
"Not SATD","// ""deviceSelectedOption"" will be set when mounted."
"Not SATD","// ""update:deviceId"" from being emitted when mounted with the same value"
"Not SATD","// could be triggered if media permissions are granted, which would"
"Not SATD","// disconnected, so ignore it as it was not explicitly changed by"
"Not SATD","// Ignore device change on initial loading of the settings dialog."
"Not SATD","// initially passed to the component."
"Not SATD","// The deviceSelectedOption may be the same as before yet a change"
"Not SATD","// The previous selected option changed due to the device being"
"Not SATD","// the user."
"Not SATD","// The watcher needs to be set as ""immediate"" to ensure that"
"Not SATD","// The watcher should not be set as ""immediate"" to prevent"
"Not SATD","// update the label."
"Not SATD","// disable the menu if accessing the conversation as guest"
"Not SATD","// or the message sender is a bridged user"
"Not SATD","// size of avatars of chat message authors"
"Not SATD","// Actions are rendered with MessageButtonsBar"
"Not SATD","// Array of buttons"
"Not SATD","// Array of buttons"
"Not SATD","// Click reaction button upon having already reacted"
"Not SATD","// Dummy hasReactions getter so that the message component is always"
"Not SATD","// Dummy message getter so that the message component is always"
"Not SATD","// Hover the messages in order to render the MessageButtonsBar component"
"Not SATD","// Initial state"
"Not SATD","// last message"
"Not SATD","// mock the isInCall mixin"
"Not SATD","// mock the isInCall mixin"
"Not SATD","// Mouseleave"
"Not SATD","// Mouseover"
"Not SATD","// need to mock the date to be within 6h"
"Not SATD","// needed because of https://github.com/vuejs/vue-test-utils/issues/1507"
"Not SATD","// note: indices as object keys are on purpose"
"Not SATD","// Number of buttons, 2 passed into the getter and 1 is the emoji"
"Not SATD","// Number of buttons, 2 passed into the getter and 1 is the emoji"
"Not SATD","// parent message got queried from the store"
"Not SATD","// picker"
"Not SATD","// picker"
"Not SATD","// properly mounted."
"Not SATD","// properly mounted."
"Not SATD","// stays true if it was visible once"
"Not SATD","// Text of the buttons"
"Not SATD","// Text of the buttons"
"Not SATD","// TODO fix after migration to @vue/test-utils v2.0.0"
"Not SATD","// A parallel request is already doing this"
"Not SATD","// Add the token to the component props"
"Not SATD","// allow some space for the reply button"
"Not SATD","// as a prop, therefore we rename it into pollName"
